"id","owner","name","count(user_id)","commits last month","pull reqs last month","changesLastMonth","age_in_days","language","commits all","pull reqs all","totalChanges"
831964,"CyanogenMod","android_device_asus_tf700t",85,17,0,17,537,"Java",369,0,369
832965,"sonatype","plexus-interpolation",31,0,0,0,1143,"Java",104,0,104
834289,"plone","plone.app.testing",176,25,0,25,893,"Python",182,5,187
834358,"jenkinsci","sauce-ondemand-plugin",306,32,0,32,1179,"Java",236,2,238
834559,"everydayhero","deploy",12,0,0,0,625,"Ruby",24,5,29
838076,"kenu","and2022",18,0,0,0,651,"Java",13,1,14
840537,"trifork","dgws",23,0,0,0,693,"Java",105,8,113
842927,"jenkinsci","dry-run-plugin",292,0,0,0,951,"Java",34,0,34
843331,"syslabcom","slc.underflow",18,0,0,0,536,"Python",30,0,30
845254,"previousnext","jenkins-validator-nu",17,0,0,0,538,"Java",2,0,2
847372,"icelab","canvas",10,0,0,0,541,"Ruby",4,0,4
848789,"nens","tslib",14,0,0,0,535,"Python",36,0,36
849728,"guardian","subscriptions",59,7,2,9,630,"Python",71,3,74
849787,"lizardsystem","nensskel",13,0,0,0,912,"Python",175,2,177
849835,"4teamwork","ftw.portlet.clock",14,0,0,0,729,"Python",19,0,19
851408,"c42","routes-js",22,0,0,0,645,"Ruby",8,0,8
852475,"RedTurtle","auslfe.formonline.content",12,0,0,0,602,"Python",86,0,86
853157,"nuxeo","nuxeo-tree-snapshot",22,8,0,8,673,"Java",31,0,31
853316,"collective","slc.outdated",265,0,0,0,1104,"Python",55,0,55
854482,"Altoros","rg_trainings",11,0,0,0,535,"Ruby",11,0,11
855421,"fiji","imagej1",11,0,0,0,948,"Java",284,5,289
857354,"substantial","guard-daemon",29,0,0,0,535,"Ruby",10,0,10
857627,"square","dagger",15,22,8,30,581,"Java",482,237,719
857686,"RallyApps","StoryBoard",11,0,0,0,535,"Ruby",9,0,9
857907,"Samfundet","PBS",17,0,0,0,535,"Ruby",113,0,113
858413,"mulesoft","sqs-connector",87,10,0,10,860,"Java",99,5,104
858517,"IntersectAustralia","restful-api-uploader",24,4,0,4,612,"Ruby",35,0,35
858850,"DataDog","dogstatsd-python",12,0,0,0,630,"Python",35,6,41
863548,"collective","collective.ptg.presentation",266,0,0,0,611,"Python",10,0,10
864979,"eaudeweb","naaya.chm",13,0,0,0,939,"Python",288,0,288
865879,"lizardsystem","lizard-measure",13,0,0,0,828,"Python",182,0,182
866741,"collective","collective.webservice",266,0,0,0,534,"Python",25,0,25
866922,"quatix","django-shipping",15,0,0,0,534,"Python",52,0,52
867853,"nuxeo","nuxeo-core-binarymanager-s3",22,18,0,18,652,"Java",94,0,94
868811,"mulesoft","static-resources-module",79,0,0,0,534,"Java",7,0,7
869807,"collective","collective.portlet.tal",266,0,0,0,534,"Python",11,0,11
870259,"livingsocial","keyspace",78,0,0,0,534,"Ruby",61,0,61
871649,"6fusion","adaptor-vmware",13,0,0,0,600,"Ruby",660,27,687
874609,"causes","duckweed",25,0,0,0,1035,"Ruby",98,0,98
875095,"collective","collective.behavior.localdiazo",266,0,0,0,543,"Python",55,3,58
878031,"101companies","101wiki",13,0,0,0,533,"Ruby",108,0,108
878519,"hhru","tornado",41,15,2,17,1283,"Python",241,7,248
878533,"nedap","StoreIDTopGateAPI",20,0,0,0,881,"Java",36,0,36
879934,"glamkit","glamkit-adminboost",10,0,0,0,1252,"Python",3,0,3
880093,"sonatype","base-configuration",28,0,0,0,1060,"Java",20,0,20
880504,"mulesoft","mule-module-protobuf",79,0,0,0,538,"Java",11,1,12
882004,"mulesoft","munit",82,59,1,60,740,"Java",368,21,389
882150,"Thinktiv","django-bulk-export",14,0,0,0,784,"Python",18,0,18
883252,"rotterdam-cs","liferayResourceEditor",13,0,0,0,723,"Java",32,0,32
885101,"ClarityServices","qwirk_jms_adapter",16,0,0,0,583,"Ruby",6,0,6
885112,"ClarityServices","qwirk_active_mq_adapter",16,0,0,0,583,"Ruby",6,0,6
885130,"ClarityServices","qwirk_examples",16,0,0,0,583,"Ruby",5,0,5
886077,"gatein","gatein-rhq",15,7,0,7,759,"Java",46,1,47
886136,"mozilla","build-cloud-tools",11,67,0,67,535,"Python",240,0,240
886669,"versionone","VersionOne.SDK.Python",23,0,0,0,665,"Python",49,4,53
886843,"sonatype","plexus-components",31,0,0,0,1220,"Java",92,0,92
887338,"cuker","merchant-gateways",10,0,0,0,1417,"Python",92,0,92
887914,"jenkinsci","SCTMExecutor-plugin",293,0,0,0,1179,"Java",96,0,96
887963,"jenkinsci","configurationslicing-plugin",302,0,0,0,1179,"Java",154,7,161
888838,"hyfn","vagrant-rubydev",24,0,0,0,533,"Ruby",5,0,5
889277,"collective","transmogrify.wordpress",266,0,0,0,540,"Python",13,0,13
889705,"plone","plone.tiles",176,0,0,0,899,"Python",56,1,57
894492,"collective","collective.transform.kml",266,0,0,0,635,"Python",12,0,12
894627,"gaslight","gaslight-podcast",12,1,0,1,534,"Ruby",31,0,31
895664,"buddycloud","buddycloud-test-suite",19,0,0,0,654,"Java",34,9,43
896214,"ClarityServices","qwirk",17,0,0,0,819,"Ruby",174,0,174
896266,"spotify","luigi",101,21,29,50,532,"Python",364,230,594
896679,"RedTurtle","redturtle.portlet.collection",11,0,0,0,532,"Python",29,2,31
897127,"cismet","beansbinding",10,0,0,0,574,"Java",25,0,25
897132,"cismet","belis-ee-server",10,0,0,0,574,"Java",27,0,27
898949,"jenkinsci","lib-task-reactor",294,0,0,0,1128,"Java",38,0,38
899594,"akimboio","sleepy",11,0,0,0,956,"Python",108,48,156
899831,"Activiti","Activiti-Designer",11,20,1,21,532,"Java",242,8,250
899943,"zencoder","dreamlive",10,0,0,0,532,"Ruby",14,0,14
901270,"mozilla-metrics","bagheera-elasticsearch",16,0,0,0,738,"Java",5,0,5
901786,"osuosl","nagios-plugins",10,0,0,0,540,"Python",10,0,10
903142,"hekk","homebrew-hekk",17,4,0,4,619,"Ruby",12,0,12
904313,"eleutian","eco_apps",10,0,0,0,1234,"Ruby",30,0,30
904336,"eleutian","eco_apps_auth",10,0,0,0,1176,"Ruby",28,0,28
904414,"eleutian","eco_apps_util",10,0,0,0,1176,"Ruby",6,0,6
906952,"nens","sitesetup",17,0,0,0,849,"Python",110,0,110
907959,"cismet","belis-client",10,46,0,46,574,"Java",286,0,286
908009,"cismet","cismet-application-commons",10,0,0,0,574,"Java",12,0,12
908073,"officialfm","parallel_batch",14,0,0,0,535,"Ruby",4,0,4
908735,"collective","collective.mockmailhost",268,0,0,0,531,"Python",30,0,30
909351,"nuxeo","nuxeo-platform-jbpm",22,5,0,5,623,"Java",77,0,77
909507,"collective","collective.geolocationbehavior",268,1,0,1,692,"Python",24,0,24
910445,"nuxeo","stanbol-temis",22,0,0,0,1106,"Java",48,0,48
910584,"atomicobject","fire_poll",12,0,0,0,1114,"Ruby",35,0,35
910907,"thoughtbot","This-Week-in-Open-Source",36,0,0,0,923,"Ruby",13,0,13
913688,"mulesoft","mule-common",79,90,1,91,535,"Java",303,5,308
913924,"collective","collective.spotlight",268,0,0,0,532,"Python",8,0,8
914064,"DataDog","documentation",12,41,9,50,815,"Ruby",473,44,517
914078,"apontador","api-v2-java-client",18,0,0,0,567,"Java",9,0,9
914089,"twotoasters","HorizontalImageScroller-Android",13,0,0,0,532,"Java",35,4,39
914437,"azavea","OpenTreeMap-iOS-skin",18,0,0,0,531,"Python",3,0,3
914611,"plone","plone.locking",179,0,0,0,897,"Python",77,1,78
919506,"plonegovbr","brasil.gov.barra",12,4,0,4,530,"Python",58,2,60
919977,"plone","plone.app.tiles",179,8,0,8,899,"Python",147,1,148
920960,"plexinc-plugins","Apple-Movie-Trailers.bundle",15,0,0,0,1316,"Python",80,0,80
922873,"plone","plone.app.layoutpage",179,0,0,0,850,"Python",31,0,31
923511,"plone","plone.app.imagetile",180,0,0,0,850,"Python",34,0,34
925091,"plone","plone.app.texttile",180,0,0,0,850,"Python",38,0,38
928141,"plone","buster-selenium",180,0,0,0,529,"Python",69,0,69
930566,"railsforcharity","spokenvote",11,28,8,36,529,"Ruby",399,272,671
930767,"uken","omniauth-kongregate",29,0,0,0,529,"Ruby",9,1,10
930824,"mopub","mopub-bidder",25,0,0,0,981,"Python",5,0,5
931243,"liqd","adhocracy",12,309,75,384,529,"Python",4527,363,4890
934970,"hispindia","dhisreport",14,4,0,4,533,"Java",47,0,47
936485,"trifork","sdm4-ydelseimporter",20,0,0,0,528,"Java",81,0,81
937073,"lizardsystem","lizard-shape",13,2,0,2,716,"Python",101,0,101
937082,"lizardsystem","lizard-rainapp",13,17,2,19,661,"Python",120,2,122
937905,"escidoc","escidoc-ijc",12,0,0,0,554,"Java",118,0,118
940577,"Knewton","Ford",27,1,0,1,591,"Python",101,1,102
940944,"collective","minimalplone4",268,7,0,7,1255,"Python",17,0,17
941249,"plone","plone.app.themeeditor",182,0,0,0,837,"Python",113,0,113
942158,"collective","kombinat.decogrid",268,0,0,0,531,"Python",27,0,27
942176,"collective","collective.controlpanel.edit_css",268,0,0,0,700,"Python",54,0,54
942499,"collective","collective.rip",268,0,0,0,695,"Python",39,0,39
942517,"nationalfield","chef-node",13,0,0,0,528,"Ruby",4,0,4
942557,"nulogy","edr",16,0,0,0,528,"Ruby",7,3,10
942610,"collective","collective.superfish",268,0,0,0,531,"Python",33,1,34
944137,"mapmyfitness","python-zuora",10,41,2,43,531,"Python",179,3,182
944594,"rubyperu","aprende.a.programar",13,0,0,0,649,"Ruby",33,3,36
948899,"collective","collective.xmpp.collaboration",268,0,0,0,528,"Python",21,0,21
951003,"lizardsystem","lizard-graph",13,0,0,0,847,"Python",97,0,97
952144,"sonatype","appcontext",28,0,0,0,1060,"Java",66,0,66
952264,"xwiki-contrib","xwiki-glimpse",17,0,0,0,882,"Java",31,3,34
952465,"agiliq","join.agiliq.com",12,0,0,0,527,"Python",61,0,61
952794,"collective","collective.ptg.s3slider",270,0,0,0,611,"Python",15,0,15
953346,"lizardsystem","lizard-fewsunblobbed",13,13,0,13,661,"Python",121,0,121
954476,"Singly","singly-android",16,1,0,1,540,"Java",36,27,63
954912,"metamx","http-client",14,14,2,16,996,"Java",104,3,107
955324,"orcasgit","django-fitbit",11,0,0,0,614,"Python",70,7,77
956098,"autotest","virt-test",25,507,155,662,527,"Python",4192,1255,5447
956558,"jenkinsci","async-http-client-plugin",295,0,1,1,695,"Java",19,2,21
957168,"Knewton","leptoid",23,0,0,0,527,"Python",2,0,2
958709,"ooici","epuagent",37,0,0,0,1084,"Python",72,0,72
959915,"ranguba","ranguba",15,9,0,9,1351,"Ruby",120,0,120
961358,"jubatus","jubatus-python-client",14,4,1,5,863,"Python",97,17,114
963414,"statsbiblioteket","CFUTV",11,0,0,0,568,"Java",12,0,12
963805,"mifos","bi-etl",12,0,0,0,559,"Java",6,0,6
964369,"opinsys","wlan-poller",11,0,0,0,528,"Ruby",27,0,27
965293,"elabs","limbo",13,0,0,0,612,"Ruby",17,0,17
965571,"neo-technology","build-scripts",18,0,0,0,735,"Java",89,0,89
966338,"eea","Products.Reportek",12,0,0,0,664,"Python",93,0,93
967533,"zenoss","ZenPacks.zenoss.Puppet",20,0,0,0,897,"Python",8,0,8
968116,"ox-it","django-webauth",11,0,0,0,739,"Python",34,6,40
968439,"uw-loci","cppwrap-maven-plugin",11,12,0,12,664,"Java",49,0,49
969064,"GoBoundless","spar",13,0,0,0,701,"Ruby",43,11,54
971689,"otherlab","simplicity",19,0,0,0,526,"Python",3,0,3
971922,"ooyala","nodule",21,0,0,0,734,"Ruby",97,0,97
972779,"RusticiSoftware","CheddarClient",15,0,0,0,1067,"Java",69,3,72
974484,"OpenMRS","openmrs-module-auditlog",11,0,0,0,525,"Java",110,0,110
976139,"collective","collective.hootsuite",271,0,0,0,527,"Python",3,0,3
978319,"perfectsense","dari",44,76,1,77,526,"Java",973,3,976
978965,"perfectsense","brightspot-cms",44,309,0,309,526,"Java",1939,1,1940
984166,"zaarly","rack-key_value_logger",24,0,0,0,640,"Ruby",39,2,41
984967,"statsbiblioteket","Yousee_Ingest_Reporter",11,0,0,0,638,"Python",24,0,24
985450,"CompuwareVentures","ItInTheD",18,0,0,0,616,"Ruby",237,1,238
987464,"livingsocial","hashboard",78,0,0,0,937,"Ruby",2,0,2
988294,"facebook","swift",17,7,13,20,666,"Java",206,148,354
989679,"PayPal","SDKs",32,0,0,0,903,"Java",76,7,83
990455,"pbs","django-cms-dbtemplates",42,16,3,19,883,"Python",198,20,218
992166,"Stackato-Apps","hello-spring-mysql",15,0,0,0,689,"Java",8,0,8
992781,"collective","templer.buildout",271,0,0,0,710,"Python",28,0,28
993487,"Praqma","vcs-bridge-plugin",12,0,0,0,856,"Java",18,0,18
994243,"eaudeweb","Products.NaayaGlossary",13,3,0,3,779,"Python",64,0,64
994784,"unepwcmc","urmp",11,1,0,1,951,"Ruby",224,5,229
995285,"uw-loci","ome-versioning",11,11,0,11,553,"Java",13,0,13
997164,"edgecase","styleguide",32,0,0,0,524,"Ruby",9,0,9
998807,"rhollines","ps-scripts",11,0,0,0,812,"Java",73,0,73
999306,"IDE4edu","interactive-self-assessment",10,0,0,0,748,"Java",51,0,51
1001609,"msweatt","RecyclerGameJava",11,0,0,0,523,"Java",25,0,25
1002110,"collective","collective.exampledevtools",271,0,0,0,524,"Python",9,0,9
1002573,"edmunds","etm-agent",11,0,0,0,854,"Java",7,0,7
1003929,"mirekbehan","playground",14,0,0,0,522,"Java",45,0,45
1006690,"jenkinsci","jelly",295,0,0,0,1492,"Java",65,0,65
1007999,"jenkinsci","ant-interceptor",295,0,0,0,523,"Java",9,0,9
1008127,"pennappslabs","penncoursereview-sdk-python",11,0,0,0,523,"Python",14,2,16
1009808,"selfuntitled","MESS-Documentation",14,0,0,0,522,"Python",5,0,5
1010951,"tracksimple","gitlab",10,0,0,0,522,"Ruby",13,0,13
1012770,"collective","collective.gazette",271,0,0,0,763,"Python",18,0,18
1016867,"oerpub","python-sword2",16,0,0,0,787,"Python",46,0,46
1017482,"seomoz","linkscape-py",54,0,0,0,682,"Python",7,1,8
1017909,"OpenMRS","openmrs-module-dictionarysubscribing",11,0,0,0,523,"Java",6,3,9
1018994,"pdhssp","HealthOffice",23,0,0,0,623,"Java",142,0,142
1020354,"collective","collective.js.underscore",271,1,0,1,609,"Python",11,2,13
1020818,"uken","rails-emoji",31,0,0,0,596,"Ruby",23,1,24
1021755,"sillsdev","FwDocumentation",14,0,0,0,546,"Java",7,0,7
1021876,"wf4ever","astrotaverna",25,30,1,31,694,"Java",234,1,235
1022034,"thoughtworks","OOB",11,0,0,0,521,"Java",2,0,2
1022151,"collective","collective.cron",272,0,0,0,724,"Python",39,7,46
1022394,"lizardsystem","lizard-registration",13,0,0,0,759,"Python",57,0,57
1022545,"JetBrains","idea-templates",11,0,0,0,524,"Java",72,0,72
1023176,"polopoly","embedded-jboss-maven-plugin",33,0,0,0,882,"Java",104,0,104
1023462,"bigmlcom","io",15,0,0,0,726,"Python",5,0,5
1023559,"Kozea","Koztumize",13,0,0,0,839,"Python",209,1,210
1023853,"wf4ever","vo-param",24,12,0,12,521,"Java",141,0,141
1024277,"rayo","rayo-functional-tests",27,0,0,0,917,"Java",136,0,136
1024498,"finalist","Project-Arena-Server",35,0,0,0,750,"Java",19,1,20
1025090,"rayo","rayo-load-tests",23,0,0,0,916,"Python",24,0,24
1025093,"rayo","rayo-java-client",23,0,0,0,916,"Java",92,0,92
1025098,"jenkinsci","deployed-on-column-plugin",294,0,0,0,521,"Java",17,0,17
1025412,"collective","i18ndude",272,3,1,4,521,"Python",157,2,159
1025927,"redu","invitable",15,0,0,0,706,"Ruby",11,0,11
1026345,"xinchejian","XinCheJian-Door",21,0,0,0,907,"Java",20,0,20
1026372,"cwi-swat","rascal-shell",16,3,0,3,591,"Java",42,0,42
1026562,"8thlight","artisan_api",39,0,0,0,941,"Ruby",89,2,91
1026880,"buddycloud","jamppa",19,0,0,0,521,"Java",3,0,3
1026925,"collective","collective.soundcloud",272,0,0,0,897,"Python",83,0,83
1028405,"openshift","origin-dev-tools",155,27,22,49,532,"Ruby",205,130,335
1033754,"eaudeweb","Products.LDAPUserFolder",13,0,0,0,520,"Python",18,0,18
1034023,"mash-ltd","formash",10,0,0,0,528,"Ruby",6,0,6
1034559,"collective","collective.portlet.shelf",272,5,0,5,762,"Python",51,0,51
1037595,"idega","com.idega.hibernate",10,0,0,0,1712,"Java",91,0,91
1039679,"threerings","ooo-util",15,2,0,2,883,"Java",38,0,38
1039978,"Connexions","rhaptos2.user",18,0,0,0,553,"Python",106,10,116
1042189,"mozilla","webpay",30,93,34,127,521,"Python",782,402,1184
1042276,"mark","katas",11,0,0,0,897,"Ruby",7,0,7
1088384,"MediaSapiens","flamaster",22,0,0,0,791,"Python",1099,126,1225
1097375,"mozilla-services","wimms",11,9,1,10,734,"Python",63,2,65
1149656,"romaframework","view-janiculum",13,0,0,0,1011,"Java",168,0,168
1164618,"chherbst","EmailValidator",18,0,0,0,685,"Java",0,0,0
1168893,"DawnScience","dawn-edna",12,0,0,0,779,"Java",8,0,8
1195359,"carlosgregoriorodriguez","OpenCV",10,19,0,19,750,"Python",162,0,162
1199766,"iGoDigital-LLC","stages",11,9,1,10,784,"Ruby",115,4,119
1205268,"jenkinsci","lib-jenkins-maven-embedder",298,0,0,0,1128,"Java",122,2,124
1215417,"jenkinsci","sbt-plugin",301,0,0,0,1156,"Java",38,8,46
1215468,"Catrobat","Catroid-maven-playground",96,0,0,0,659,"Java",9,0,9
1232293,"commonsense","csc-utils",34,0,0,0,1434,"Python",79,0,79
1241464,"harmattan","redak",23,0,0,0,656,"Java",68,0,68
1282139,"titainium","chaojia_weibo",11,0,0,0,634,"Python",0,0,0
1292559,"owncloud","documentation",167,147,39,186,496,"Python",862,162,1024
1300378,"nyaghma","cs373-pfd-tests",37,0,0,0,631,"Python",0,0,0
1303623,"fabianschwarzfritz","Yet-Another-Calendar",10,0,0,0,653,"Java",311,0,311
1336946,"rochester-rb","twitlist",15,0,0,0,658,"Ruby",20,0,20
1340285,"reaktor","log4j-email-throttle",75,0,0,0,931,"Java",15,0,15
1344612,"scikit-image","scikit-image",12,26,24,50,973,"Python",1188,692,1880
1344878,"opscode","chef-docs",75,568,9,577,605,"Python",3301,182,3483
1345655,"austinbv","dino",11,4,2,6,539,"Ruby",154,40,194
1347553,"openshift","origin-server",139,801,457,1258,684,"Ruby",7014,4836,11850
1350393,"metamx","druid",20,319,48,367,499,"Java",2529,286,2815
1351954,"espinaemmanuel","celdas7568",13,0,0,0,481,"Java",5,0,5
1358732,"qiime","qiime",28,19,22,41,508,"Python",3767,500,4267
1361512,"rackspace","pyrax",12,31,19,50,525,"Python",488,126,614
1361725,"AnyPresence","do-hana-adapter",10,0,0,0,486,"Ruby",35,0,35
1363086,"yammer","sched.do",263,0,0,0,645,"Ruby",2262,389,2651
1363159,"ktisha","python2012",31,0,0,0,491,"Python",20,3,23
1363661,"Rosme","B51",11,0,0,0,506,"Python",125,0,125
1364863,"intuit","simple_deploy",11,4,2,6,633,"Ruby",509,108,617
1366147,"neo4j","neo4j",29,316,220,536,479,"Java",7057,1253,8310
1366976,"LiveRamp","hank",10,16,2,18,1126,"Java",473,13,486
1367511,"dotCMS","plugin-content-import-export",27,0,0,0,492,"Java",16,0,16
1368794,"Ragnarson","budget",10,0,0,0,493,"Ruby",226,14,240
1369701,"ContinuumIO","conda",26,0,0,0,507,"Python",1675,51,1726
1370899,"csci598b","frontend",14,0,0,0,502,"Java",140,0,140
1371771,"IntersectAustralia","oai_repository",24,0,0,0,639,"Ruby",22,1,23
1373119,"jcarrillo07","TallerII",19,0,0,0,541,"Java",49,0,49
1374387,"sunlightlabs","election_screenshot",14,0,0,0,490,"Python",52,0,52
1374960,"achat","testEGit",41,0,0,0,502,"Java",75,0,75
1378066,"andrew","24pullrequests",12,5,0,5,478,"Ruby",1106,401,1507
1379693,"mozilla","build-buildbotcustom",11,51,0,51,510,"Python",629,0,629
1380741,"mozilla","templeton",17,0,0,0,995,"Python",29,0,29
1380764,"cloudControl","django-piston",11,0,0,0,800,"Python",272,0,272
1380983,"muzny","sortingmadness",10,0,0,0,504,"Python",35,0,35
1381021,"gitlabhq","gitlab-ci",14,95,14,109,512,"Ruby",423,149,572
1391370,"mozilla","build-mozharness",11,150,0,150,503,"Python",942,0,942
1392342,"ooyala","backlot-ingestion-library",21,0,0,0,485,"Ruby",16,5,21
1392392,"TVPT","VoxelGunsmith",11,0,0,0,498,"Java",17,0,17
1392964,"kijiproject","kijiproject.github.com",18,13,0,13,477,"Ruby",410,103,513
1393059,"kijiproject","kiji-schema",18,22,0,22,477,"Java",526,198,724
1393874,"imvu","imvujs",62,19,0,19,622,"Python",610,1,611
1397979,"aws","aws-sdk-ruby",22,44,17,61,966,"Ruby",717,262,979
1401913,"norman-ipn","Android",10,0,0,0,476,"Java",1,0,1
1403672,"menro","NewTech",17,51,1,52,477,"Ruby",446,14,460
1404576,"crowdint","crowdculture",35,0,0,0,503,"Ruby",57,0,57
1407150,"shilpasingla","CampusHunter",11,0,0,0,517,"Ruby",360,0,360
1408720,"tangentlabs","django-oscar-parachute",10,0,0,0,574,"Python",10,0,10
1412520,"4teamwork","project-buildout",14,0,0,0,689,"Python",12,3,15
1413489,"SonarCommunity","sonar-l10n-pt",25,0,0,0,519,"Java",42,1,43
1416998,"4teamwork","ftw.publisher-example-buildout",14,0,0,0,1071,"Python",25,0,25
1420893,"nuxeo","NuxeoTraining",22,33,0,33,636,"Java",295,8,303
1422405,"quattor","pan",10,0,0,0,492,"Java",323,3,326
1422713,"GrinnellAppDev","Grinnell-Menu",10,16,0,16,876,"Java",118,0,118
1426743,"transcript-goos","i-takehiro",16,0,0,0,520,"Java",29,0,29
1426802,"lspecia","quest",18,11,0,11,511,"Java",311,1,312
1429756,"statsbiblioteket","youseeingestinitiator",10,0,0,0,667,"Java",77,0,77
1430816,"eea","eea.versions",16,14,0,14,519,"Python",18,0,18
1431761,"francho","unutopia-android",10,0,0,0,512,"Java",218,0,218
1432013,"collective","collective.richdescription",309,0,0,0,1247,"Python",19,0,19
1432951,"TVPT","VoxelBorder",11,0,0,0,491,"Java",19,0,19
1433342,"4teamwork","ftw.contentpage",19,57,10,67,492,"Python",784,125,909
1433462,"collective","collective.ptg.simplegallery",309,0,0,0,492,"Python",25,0,25
1433835,"akvo","akvo-docs",15,0,0,0,497,"Python",28,0,28
1434223,"TVPT","VoxelGadget",11,0,0,0,491,"Java",4,2,6
1437027,"mash-ltd","foorder",14,0,0,0,525,"Ruby",25,0,25
1437066,"novoda","dojos",12,36,0,36,489,"Java",188,0,188
1438060,"SonarCommunity","sonar-l10n-zh",25,6,0,6,519,"Java",67,0,67
1438440,"transcript-goos","irof",16,0,0,0,520,"Java",17,0,17
1439122,"RedTurtle","collective.itvalidators",11,0,0,0,484,"Python",23,0,23
1441671,"cforster","HPeriodFiles",16,0,0,0,510,"Java",34,0,34
1442914,"jenkinsci","next-executions-plugin",299,8,1,9,1003,"Java",75,2,77
1443265,"kiquenet85","CNC_Model",14,0,0,0,494,"Java",67,0,67
1443291,"akvo","akvo-flow-docs",14,13,0,13,742,"Python",398,0,398
1444617,"modcloth","git-duet",49,5,1,6,499,"Ruby",128,8,136
1448496,"sc3","cookcountyjail",10,15,15,30,472,"Python",241,148,389
1448838,"nuxeo","marketplace-csv",22,2,0,2,538,"Java",17,0,17
1449561,"unboxed","mxit_api",28,0,0,0,492,"Ruby",16,0,16
1450160,"jenkinsci","vertx-plugin",298,0,0,0,471,"Java",11,0,11
1450622,"SonarCommunity","sonar-l10n-fr",26,0,0,0,519,"Java",102,0,102
1450809,"nens","timeseries",17,0,0,0,877,"Python",282,0,282
1450935,"rrojano","SS_test",15,0,0,0,484,"Java",4,0,4
1451294,"collective","pas.plugins.ldap",309,5,0,5,1298,"Python",213,0,213
1451629,"eea","eea.daviz",16,6,0,6,519,"Python",13,2,15
1451777,"eea","eea.app.visualization",16,0,0,0,519,"Python",174,2,176
1451862,"eea","eea.forms",16,0,0,0,519,"Python",1,2,3
1452397,"eea","eea.sparql",16,1,0,1,519,"Python",1,0,1
1452613,"eea","eea.relations",16,8,0,8,519,"Python",224,1,225
1452631,"eea","eea.converter",16,0,0,0,519,"Python",1,0,1
1452664,"eea","eea.cache",16,0,0,0,519,"Python",0,0,0
1453211,"opscode-cookbooks","keystone",26,1,0,1,617,"Ruby",4,1,5
1457056,"jfcalder","uc-iic2113-20122",14,0,0,0,568,"Java",1,0,1
1464858,"codecentric","copy2clipboard",50,0,0,0,619,"Java",23,0,23
1467501,"PagerDuty","chef-sumologic",13,1,1,2,483,"Ruby",23,8,31
1470517,"jcu-eresearch","TDH-dc24-ingester-platform",12,0,0,0,514,"Python",176,0,176
1470777,"RusticiSoftware","SCORMCloud_JavaLibrary",14,3,1,4,1112,"Java",49,5,54
1471030,"hhru","static-kick",19,0,0,0,652,"Python",6,0,6
1471130,"jcu-eresearch","jcu.dc24.ingesterapi",12,0,0,0,507,"Python",112,0,112
1471774,"torutaru","koborutaru",10,0,0,0,598,"Ruby",67,0,67
1476710,"railsware","highrise_assist",24,0,0,0,842,"Ruby",12,0,12
1480984,"Virtualmaster","virtualmaster-api",11,0,0,0,550,"Ruby",30,0,30
1481029,"OpenMultimedia","openmultimedia.utils",23,0,0,0,536,"Python",44,0,44
1482801,"zilverline","google-maps",13,0,0,0,890,"Ruby",23,2,25
1483314,"intelie","neb2activemq",12,0,0,0,1464,"Python",166,0,166
1486201,"cforster","DaltonA2012",12,0,0,0,510,"Java",25,0,25
1487470,"statsbiblioteket","youseeepgdownloader",10,0,0,0,496,"Python",38,0,38
1491519,"abril","codebase-cli",24,0,0,0,517,"Ruby",14,0,14
1492028,"Samfundet","Bedpres",17,0,0,0,507,"Ruby",416,1,417
1492792,"collective","wildcard.level3caching",310,0,0,0,483,"Python",26,0,26
1496428,"Zojax","zojax.content.discussion",15,2,0,2,968,"Python",60,0,60
1499318,"Factual","factual-android-sdk-demo",10,0,0,0,661,"Java",8,0,8
1499992,"ooyala","ruby-quilt",21,0,0,0,681,"Ruby",49,0,49
1500216,"dimagi","hutch",11,0,0,0,861,"Python",11,1,12
1501197,"VoltDB","voltdb-labs",15,0,0,0,514,"Java",54,5,59
1502958,"4teamwork","ftw.participation",14,42,3,45,826,"Python",240,21,261
1503167,"endosnipe","ENdoSnipe",30,39,23,62,483,"Java",588,247,835
1504669,"Praqma","junit-tools",12,0,0,0,605,"Java",13,0,13
1504740,"Connexions","webview",20,321,34,355,601,"Python",1774,225,1999
1505323,"OpenMDAO","openmdao_testapp",13,0,0,0,918,"Python",115,2,117
1505763,"sonatype","sisu-maven-plugin",28,5,0,5,1101,"Java",27,0,27
1507229,"janrain","coup",52,0,0,0,1135,"Ruby",82,0,82
1509503,"lincolnloop","django-paginav",12,0,0,0,1058,"Python",3,0,3
1510742,"tj113c","BD_Tool",11,0,0,0,632,"Java",7,0,7
1511196,"IDSGPlayground","django-tutorial-jacob",11,0,0,0,605,"Python",30,0,30
1511692,"ooyala","immunity_integration_test_app",24,0,0,0,601,"Ruby",4,0,4
1513592,"collective","kupu",310,0,0,0,484,"Python",330,0,330
1514103,"trifork","fmk-vagrant-chef",23,0,0,0,767,"Ruby",83,0,83
1514365,"Stackato-Apps","play-chat",15,0,0,0,688,"Java",2,0,2
1515890,"jenkinsci","silktestsuite-plugin",298,0,0,0,807,"Java",16,0,16
1516061,"BergenCompSciClub","Bergen-Maps",12,0,0,0,749,"Java",113,0,113
1516771,"CIRB","collective.anysurfer",10,0,0,0,484,"Python",9,0,9
1517998,"plivo","plivo-java",10,42,0,42,899,"Java",271,8,279
